id,category,legalName,RoadNameAddress,AdministrativeNeighborhood,LegalStatusNeighborhood,telephone
12380,한식,최가밥상,전북 군산시 지곡로 31,수송동,지곡동,063-465-4969
12375,카페,오가다커피숍,전북 군산시 지곡로 23,수송동,지곡동,063-468-6650
12374,한식,민선상회 앤 잭아저씨,전북 군산시 지곡로 20,수송동,지곡동,063-466-7302
12373,한식,송가네삼겹살,전북 군산시 지곡로 15,수송동,지곡동,063-465-6027
12372,술집,로얄자카르타(지곡점),전북 군산시 지곡로 15,수송동,지곡동,063-462-1108
12371,한식,군산숯불갈비 지곡점,전북 군산시 지곡로 14,수송동,지곡동,063-488-5355
12369,술집,알둥지,전북 군산시 지곡로 12,수송동,지곡동,063-467-6024
12367,한식,시골집얼큰한뼈해장국,전북 군산시 지곡로 10,수송동,지곡동,063-465-7773
12361,한식,닭코,전북 군산시 상지곡안4길 29-8,수송동,지곡동,063-465-0732
12357,한식,장가네,전북 군산시 백토로 215-1,수송동,지곡동,063-464-5292
12356,한식,한남생고깃간,전북 군산시 계산2길 92,수송동,지곡동,
12353,카페,정담전통찻집,전북 군산시 의료원로 96,수송동,지곡동,
12351,음식점,둥이식당,전북 군산시 의료원로 90-1,수송동,지곡동,
12346,뷔페,부흥부페식당,전북 군산시 의료원로 78,수송동,지곡동,
12342,한식,황해회집,전북 군산시 의료원로 60,수송동,지곡동,063-464-6838
12334,카페,단지이것,전북 군산시 의료원로 50,수송동,지곡동,063-462-0735
12328,한식,양평해장국 지곡점,전북 군산시 의료원로 40,수송동,지곡동,
12325,카페,나비드 (주식회사 대영테크 군산의료원지점),전북 군산시 의료원로 27,수송동,지곡동,063-466-0472
12322,카페,하이브런치,전북 군산시 의료원로 26,수송동,지곡동,063-471-8752
12320,간식,멤,전북 군산시 의료원로 108,수송동,지곡동,
12312,한식,조박사설렁탕,전북 군산시 월명로 118,수송동,지곡동,063-465-7313
12307,한식,주먹고기,전북 군산시 신평안길 28,수송동,지곡동,063-464-8481
12306,중식,한반도양꼬치&훠궈무한리필,전북 군산시 신평안길 16-1,수송동,지곡동,
12303,양식,개화당,전북 군산시 신평안길 64,수송동,지곡동,
12301,한식,군산한식,전북 군산시 신평안길 60-3,수송동,지곡동,
12296,한식,너와나의연탄구이,전북 군산시 신평안길 46-12,수송동,지곡동,063-463-2298
12295,한식,류대감 칼국수,전북 군산시 신평안길 46-10,수송동,지곡동,063-452-6055
12290,한식,조마루뼈다귀,전북 군산시 신평안길 25,수송동,지곡동,063-461-5156
12289,한식,큰솥단지,전북 군산시 신평안길 18,수송동,지곡동,063-464-8708
12288,한식,바른국밥,전북 군산시 신평안길 18,수송동,지곡동,
12287,술집,와와치킨호프,전북 군산시 신평안길 17,수송동,지곡동,063-468-1303
12286,일식,어청도,전북 군산시 신평안길 16-4,수송동,지곡동,063-465-3727
12284,카페,카페GY지요,전북 군산시 신평길 9,수송동,지곡동,
12282,한식,아오미복집,전북 군산시 신평길 7,수송동,지곡동,063-462-2007
12278,한식,군산홍어,전북 군산시 신평길 33-3,수송동,지곡동,063-468-8994
12277,치킨,처갓집양념치킨앤드수산식당,전북 군산시 신평길 33-2,수송동,지곡동,
12270,한식,가나순대,전북 군산시 신평길 15,수송동,지곡동,063-467-5353
12269,한식,군산로스,전북 군산시 신평길 11,수송동,지곡동,
12268,한식,지리산흑돼지연탄생구이,전북 군산시 신평3길 8,수송동,지곡동,063-465-1326
12267,카페,라루나,전북 군산시 신평3길 26,수송동,지곡동,
12265,일식,오대양참치,전북 군산시 신평3길 14,수송동,지곡동,063-468-7115
12263,술집,터키블루,전북 군산시 신평2길 8,수송동,지곡동,
12262,한식,수배로스,전북 군산시 신평2길 3,수송동,지곡동,063-471-4636
12260,한식,원조우정식당,전북 군산시 신평2길 16-4,수송동,지곡동,
12259,한식,고기고기또고기,전북 군산시 신평2길 15,수송동,지곡동,063-462-6070
12258,아시아음식,타이,전북 군산시 신평2길 14,수송동,지곡동,063-465-5526
12257,술집,단호프,전북 군산시 신평2길 12-8,수송동,지곡동,
12256,한식,더삼겹,전북 군산시 신평2길 12-8,수송동,지곡동,
12255,한식,해왕정,전북 군산시 신평2길 12-4,수송동,지곡동,063-467-8210
12253,한식,오뚜기회관,전북 군산시 신평1길 7,수송동,지곡동,063-468-6266
12250,중식,대북경,전북 군산시 신평1길 3,수송동,지곡동,063-471-1123
12249,중식,양자강,전북 군산시 신평1길 1-6,수송동,지곡동,063-467-3400
12248,한식,원조별미뼈해장국,전북 군산시 신평1길 15,수송동,지곡동,
12245,카페,플랜비컴퍼니 AirPort1,전북 군산시 신평1길 11-2,수송동,지곡동,
12244,한식,대인식당,전북 군산시 신평1길 11,수송동,지곡동,
12243,한식,다다복집,전북 군산시 신평3길 4,수송동,지곡동,063-471-0633
12242,한식,굴나라칼국수,전북 군산시 신지길 7,수송동,지곡동,063-467-4242
12237,한식,번지농장돌판아구찜,전북 군산시 신지길 84,수송동,지곡동,063-461-6565
12236,술집,읍내생맥주,전북 군산시 신지길 74,수송동,지곡동,
12235,술집,읍내생맥주,전북 군산시 신지길 74,수송동,지곡동,
12230,한식,바우네 나주곰탕,전북 군산시 신지길 66,수송동,지곡동,063-463-9997
12229,한식,군산갈매기숯불구이,전북 군산시 신지길 66,수송동,지곡동,
12228,카페,음악이야기,전북 군산시 신지길 66,수송동,지곡동,063-464-5110
12227,술집,청담동말자싸롱지곡점,전북 군산시 신지길 65,수송동,지곡동,
12226,한식,신지길양푼갈비,전북 군산시 신지길 64,수송동,지곡동,063-463-7705
12225,술집,크라운호프 군산지곡점,전북 군산시 신지길 63,수송동,지곡동,063-461-7080
12224,술집,크라운호프 군산지곡점,전북 군산시 신지길 63,수송동,지곡동,
12223,한식,지곡동구공탄,전북 군산시 신지길 61,수송동,지곡동,063-465-9080
12222,한식,지곡한우,전북 군산시 신지길 58,수송동,지곡동,063-471-5592
12217,한식,다원푸드,전북 군산시 신지길 44,수송동,지곡동,
12214,간식,뽀랩(BBOLAB)베이킹연구소,전북 군산시 신지길 43,수송동,지곡동,
12212,간식,문's도넛,전북 군산시 신지길 35,수송동,지곡동,063-471-0042
12209,분식,지니분식,전북 군산시 신지길 21,수송동,지곡동,063-466-4912
12200,간식,해피토스트,전북 군산시 신지길 20,수송동,지곡동,063-471-3334
12187,분식,군산지곡점 감탄,전북 군산시 신지길 11,수송동,지곡동,063-462-2332
12185,카페,메가엠지씨커피 군산지곡점,전북 군산시 신지길 10,수송동,지곡동,063-467-7784
12184,중식,면사무소,전북 군산시 신지길 10,수송동,지곡동,
12182,한식,보석정,전북 군산시 상지곡안4길 1,수송동,지곡동,063-468-8484
12181,카페,커피몬스터,전북 군산시 상지곡안4길 9,수송동,지곡동,
12178,한식,오구제이오케이(59 JOK),전북 군산시 상지곡안4길 7-2,수송동,지곡동,063-471-5353
12177,한식,토실배기,전북 군산시 상지곡안4길 7-1,수송동,지곡동,063-462-1792
12176,한식,장수영양돌솥밥,전북 군산시 상지곡안4길 69,수송동,지곡동,
12174,카페,피오커피(FIOH COFFEE),전북 군산시 상지곡안4길 62,수송동,지곡동,
12173,한식,산고을,전북 군산시 상지곡안4길 59,수송동,지곡동,063-464-8989
12172,한식,명정장어구이,전북 군산시 상지곡안4길 58,수송동,지곡동,063-467-8820
12168,한식,청하순대 지곡점,전북 군산시 상지곡안4길 42-1,수송동,지곡동,063-462-7377
12167,한식,삼은갈비,전북 군산시 상지곡안4길 42,수송동,지곡동,063-462-2545
12166,한식,오리일번지,전북 군산시 상지곡안4길 40,수송동,지곡동,063-467-5255
12162,한식,원조소문난집,전북 군산시 상지곡안4길 33-1,수송동,지곡동,
12159,카페,다향,전북 군산시 상지곡안4길 28,수송동,지곡동,063-465-1613
12158,한식,아구에꽃이피네,전북 군산시 상지곡안4길 27,수송동,지곡동,063-467-3950
12152,한식,이조복집,전북 군산시 상지곡안4길 17,수송동,지곡동,063-468-3733
12148,치킨,멕시카나나운2지곡점,전북 군산시 상지곡안3길 6,수송동,지곡동,063-468-2259
12147,일식,오양참치지곡점,전북 군산시 상지곡안3길 32,수송동,지곡동,063-468-8934
12143,한식,명승지,전북 군산시 상지곡안3길 30-8,수송동,지곡동,063-462-0881
12140,한식,은파종점,전북 군산시 상지곡안3길 25,수송동,지곡동,063-463-3316
12138,카페,커피베이군산여상점,전북 군산시 상지곡안3길 17,수송동,지곡동,063-464-5808
12137,술집,원일호프,전북 군산시 상지곡안3길 15,수송동,지곡동,
12136,카페,썬플라워&꽃마실차마실,전북 군산시 상지곡안2길 7-2,수송동,지곡동,063-467-1577
12135,도시락,월명도시락,전북 군산시 상지곡안2길 7-1,수송동,지곡동,063-466-1272
12134,일식,죽향참치,전북 군산시 상지곡안2길 6,수송동,지곡동,063-468-1910
12133,카페,인사동찻집,전북 군산시 상지곡안2길 4-7,수송동,지곡동,063-465-3048
12132,음식점,맥화,전북 군산시 상지곡안2길 4-3,수송동,지곡동,
12124,양식,더스파게티하우스,전북 군산시 상지곡안2길 19,수송동,지곡동,063-461-5502
12123,일식,쿠모(KUMO),전북 군산시 상지곡안2길 19,수송동,지곡동,063-465-2221
12121,카페,카페다 군산시점,전북 군산시 상지곡안2길 18,수송동,지곡동,063-467-2744
12120,한식,옥류관,전북 군산시 상지곡안2길 17-5,수송동,지곡동,063-463-5654
12119,중식,자미원,전북 군산시 상지곡안2길 17-3,수송동,지곡동,
12118,한식,사시미 한점,전북 군산시 상지곡안2길 15,수송동,지곡동,
12117,중식,용해장,전북 군산시 상지곡안1길 8,수송동,지곡동,
12116,한식,오늘도물회아귀찜,전북 군산시 상지곡안1길 34,수송동,지곡동,063-468-2422
12115,식품,제이에스푸드,전북 군산시 상지곡안1길 32,수송동,지곡동,063-468-1277
12113,일식,단초밥,전북 군산시 상지곡안1길 24,수송동,지곡동,063-468-0741
12109,한식,뽀빠이냉면 지곡점,전북 군산시 상지곡안1길 22,수송동,지곡동,063-466-1785
12106,한식,뽀빠이갈비,전북 군산시 상지곡안1길 20-3,수송동,지곡동,063-468-1785
12105,카페,에이비씨커피(지곡점),전북 군산시 상지곡안1길 20-2,수송동,지곡동,063-468-7909
12104,분식,밀마당,전북 군산시 상지곡안1길 18,수송동,지곡동,063-463-2227
12101,치킨,호식이두마리치킨(지곡점),전북 군산시 상지곡안1길 12-1,수송동,지곡동,063-467-6682
12100,한식,자매식당,전북 군산시 상지곡안3길 6,수송동,지곡동,
12098,한식,보리네홍어마을,전북 군산시 상지곡3길 41,수송동,지곡동,063-464-4470
12095,한식,자갈마당,전북 군산시 상지곡3길 6,수송동,지곡동,063-468-4999
12094,한식,복있는 섬,전북 군산시 상지곡3길 52,수송동,지곡동,063-461-4566
12093,술집,닷찌,전북 군산시 상지곡3길 52,수송동,지곡동,
12092,술집,역전할머니맥주 지곡점,전북 군산시 상지곡3길 52,수송동,지곡동,
12091,술집,언제나,전북 군산시 상지곡3길 50,수송동,지곡동,
12090,한식,어도원,전북 군산시 상지곡3길 49,수송동,지곡동,063-463-4343
12089,한식,군산소식당,전북 군산시 상지곡3길 47,수송동,지곡동,
12087,한식,청담즉석숯불장어구이,전북 군산시 상지곡3길 46,수송동,지곡동,063-461-2100
12086,한식,호호불닭발,전북 군산시 상지곡3길 44,수송동,지곡동,063-467-0980
12085,한식,화수목즉석숯불장어구이전문점,전북 군산시 상지곡3길 43,수송동,지곡동,063-467-1780
12084,한식,미진이네,전북 군산시 상지곡3길 43,수송동,지곡동,
12081,한식,경원해물아구찜,전북 군산시 상지곡3길 3-1,수송동,지곡동,063-467-0608
12080,일식,사쿠라,전북 군산시 상지곡3길 3,수송동,지곡동,
12079,일식,사쿠라,전북 군산시 상지곡3길 3,수송동,지곡동,
12074,한식,푸른바다 찜&탕,전북 군산시 상지곡2길 9-3,수송동,지곡동,063-466-5982
12072,술집,간바레,전북 군산시 상지곡2길 6,수송동,지곡동,063-466-1870
12071,한식,춘천닭갈비 지곡점,전북 군산시 상지곡2길 4,수송동,지곡동,063-445-4116
12070,술집,해신포차,전북 군산시 상지곡2길 4,수송동,지곡동,
12069,술집,군산가맥,전북 군산시 상지곡2길 3,수송동,지곡동,
12065,술집,쌍둥이네가맥,전북 군산시 상지곡2길 1,수송동,지곡동,
12062,일식,영희네주방,전북 군산시 상지곡1길 49,수송동,지곡동,063-467-6470
12061,한식,참옻닭,전북 군산시 상지곡1길 43,수송동,지곡동,063-461-0779
12060,한식,안주랑찌개랑,전북 군산시 상지곡1길 41,수송동,지곡동,063-463-3466
12058,카페,지곡동,전북 군산시 상지곡1길 39,수송동,지곡동,
12052,한식,황금어장,전북 군산시 상지곡1길 20,수송동,지곡동,063-464-2266
12051,술집,수요일,전북 군산시 상지곡1길 14-6,수송동,지곡동,063-466-8253
12040,간식,천사카롱,전북 군산시 백토로 241,수송동,지곡동,
12037,카페,르빠니에,전북 군산시 백토로 239,수송동,지곡동,063-732-7514
12026,카페,더리터 군산은파점,전북 군산시 백토로 231,수송동,지곡동,063-466-2310
12025,치킨,교촌지킨지곡점,전북 군산시 백토로 231,수송동,지곡동,063-465-1993
12024,퓨전요리,본죽&비빔밥 지곡점,전북 군산시 백토로 231,수송동,지곡동,
12023,퓨전요리,본죽 지곡점,전북 군산시 백토로 231,수송동,지곡동,063-467-9777
12019,간식,파리바게뜨군산지곡점,전북 군산시 백토로 229,수송동,지곡동,
12017,양식,피자샵,전북 군산시 백토로 219-1,수송동,지곡동,063-467-0017
12015,패스트푸드,맘스터치 군산지곡점,전북 군산시 백토로 219,수송동,지곡동,
12014,카페,순수그릭,전북 군산시 백토로 217,수송동,지곡동,
12013,양식,피자알볼로군산점,전북 군산시 백토로 217,수송동,지곡동,063-464-8495
12012,도시락,나리네 반찬,전북 군산시 백토로 215,수송동,지곡동,
12006,치킨,다사랑치킨피자전문점지곡점,전북 군산시 백토로 209-1,수송동,지곡동,063-463-9915
12004,카페,모짜르트,전북 군산시 백토로 203,수송동,지곡동,
11999,카페,카페세라잔,전북 군산시 동지곡길 63-2,수송동,지곡동,
11994,간식,안녕구름,전북 군산시 동지곡길 53,수송동,지곡동,
11989,카페,바우향,전북 군산시 동지곡길 40,수송동,지곡동,063-465-5236
11988,치킨,비비큐나운지곡점,전북 군산시 동지곡길 38,수송동,지곡동,063-468-9292
11987,카페,카페베네은파호수점,전북 군산시 동지곡길 177-4,수송동,지곡동,
11986,카페,안영순 베이커리카페,전북 군산시 동지곡길 171,수송동,지곡동,
11981,카페,하버브릿지,전북 군산시 당북길 5,수송동,지곡동,
11979,한식,죽고을,전북 군산시 당북길 5,수송동,지곡동,063-468-1087
11978,한식,김치이야기,전북 군산시 당북길 5,수송동,지곡동,063-465-2200
11976,한식,대감집,전북 군산시 당북길 11,수송동,지곡동,
11975,음식점,정식당,전북 군산시 당북길 11,수송동,지곡동,063-732-1004
11971,한식,골목집,전북 군산시 계산로 87-6,수송동,지곡동,063-467-0720
11958,카페,이디야 지곡동점,전북 군산시 계산로 89,수송동,지곡동,
11956,분식,하루김밥,전북 군산시 계산로 89,수송동,지곡동,063-462-0545
11954,한식,예가명태찜,전북 군산시 계산로 87-8,수송동,지곡동,063-461-7779
11953,술집,투다리(지곡점),전북 군산시 계산로 87-8,수송동,지곡동,063-462-0066
11948,술집,도서관,전북 군산시 계산로 87-6,수송동,지곡동,
11947,치킨,BHC 군산지곡점,전북 군산시 계산로 87-6,수송동,지곡동,063-468-0528
11946,간식,더달달,전북 군산시 계산로 87-6,수송동,지곡동,
11945,술집,힘찬맥주,전북 군산시 계산로 87-6,수송동,지곡동,
11944,간식,라셀(LASel),전북 군산시 계산로 87-6,수송동,지곡동,063-910-1123
11942,한식,아궁이순대국밥,전북 군산시 계산로 87-6,수송동,지곡동,
11937,카페,커피베이지곡예가점,전북 군산시 계산로 87-12,수송동,지곡동,063-466-9279
11936,한식,고기어때,전북 군산시 계산로 87-10,수송동,지곡동,
11935,중식,풍미중화요리,전북 군산시 계산로 87-10,수송동,지곡동,063-468-2288
11909,양식,59쌀피자 지곡점,전북 군산시 계산로 71,수송동,지곡동,063-462-5979
11907,한식,진미면 막국수,전북 군산시 계산2길 98,수송동,지곡동,063-464-5414
11906,한식,"은파소머리국밥, 설원칡냉면",전북 군산시 계산2길 93,수송동,지곡동,063-462-5678
11904,한식,강식당,전북 군산시 계산2길 90,수송동,지곡동,
11903,카페,청춘다방,전북 군산시 계산2길 84,수송동,지곡동,
11877,술집,귀빈,전북 군산시 미원안길 38,흥남동,중앙로3가,063-446-2488
11875,한식,뚱이네,전북 군산시 미원로 131-6,흥남동,중앙로3가,
11873,한식,공주네집,전북 군산시 미원로 131-4,흥남동,중앙로3가,
11856,한식,골목식당,전북 군산시 대명2길 13,흥남동,중앙로3가,
11844,치킨,네네치킨 중앙점,전북 군산시 중앙로 94,중앙동,중앙로2가,063-445-4479
11839,카페,설고당,전북 군산시 중앙로 126-3,중앙동,중앙로2가,
11838,카페,한콩커피,전북 군산시 중앙로 126-3,중앙동,중앙로2가,063-445-9777
11824,간식,빵빵한 하루,전북 군산시 중앙로 108,중앙동,중앙로2가,063-443-0023
11818,카페,꽃다방,전북 군산시 중앙로 105,중앙동,중앙로2가,
11812,뷔페,맛나다한끼,전북 군산시 싸전길 4,중앙동,중앙로2가,063-462-8787
11809,분식,스마일분식,전북 군산시 둔배미길 40,중앙동,중앙로2가,
11808,한식,엄마손식당,전북 군산시 대명2길 33-3,중앙동,중앙로2가,063-442-9768
11799,간식,베스킨라빈스(군산시영동점),전북 군산시 중앙로 139,중앙동,중앙로1가,063-445-3025
11793,간식,커플토스트,전북 군산시 중앙로 172-1,중앙동,중앙로1가,063-442-8653
11788,일식,희락,전북 군산시 구영7길 73,중앙동,중앙로1가,063-445-4456
11784,한식,제일식당,전북 군산시 중앙로 206,중앙동,중앙로1가,
11782,카페,카페디레마,전북 군산시 중앙로 205,중앙동,중앙로1가,
11781,유흥시설,파랑새,전북 군산시 중앙로 204,중앙동,중앙로1가,
11779,카페,오라에스프레소,전북 군산시 중앙로 201,중앙동,중앙로1가,
11778,카페,카페 찰리,전북 군산시 중앙로 200,중앙동,중앙로1가,
11775,치킨,맥시칸치킨,전북 군산시 중앙로 197-1,중앙동,중앙로1가,063-471-9919
11773,건어물,군산고래밥,전북 군산시 중앙로 196,중앙동,중앙로1가,
11772,카페,레어커피,전북 군산시 중앙로 195,중앙동,중앙로1가,
11764,한식,군산칼국수보쌈,전북 군산시 중앙로 182,중앙동,중앙로1가,063-446-0506
11763,카페,소풍,전북 군산시 중앙로 181,중앙동,중앙로1가,
11761,간식,㈜이성당,전북 군산시 중앙로 177,중앙동,중앙로1가,063-445-0020
11758,한식,군일분식,전북 군산시 중앙로 165-1,중앙동,중앙로1가,063-442-9005
11744,한식,본죽중앙점,전북 군산시 중앙로 146-1,중앙동,중앙로1가,063-442-7288
11730,간식,파리바게뜨 중앙점,전북 군산시 중앙로 136,중앙동,중앙로1가,063-446-8208
11729,카페,하버브릿지중앙로,전북 군산시 중앙로 135,중앙동,중앙로1가,063-443-7889
11727,카페,꽃잎카페,전북 군산시 중앙로 133-2,중앙동,중앙로1가,
11718,카페,리오,전북 군산시 우체통거리1길 17,중앙동,중앙로1가,
11716,패스트푸드,명랑핫도그,전북 군산시 영동로 29-2,중앙동,중앙로1가,
11704,카페,에이앤디(AND),전북 군산시 구영7길 95,중앙동,중앙로1가,
11703,한식,이화,전북 군산시 구영7길 77,중앙동,중앙로1가,
11702,한식,우미네,전북 군산시 구영7길 74,중앙동,중앙로1가,063-468-1234
11701,한식,가보자,전북 군산시 구영7길 72,중앙동,중앙로1가,
11699,카페,바다샌드,전북 군산시 구영6길 96,중앙동,중앙로1가,
11697,한식,2500냥 국시집,전북 군산시 구영6길 96,중앙동,중앙로1가,063-442-5770
11695,카페,커피벨트,전북 군산시 구영6길 85,중앙동,중앙로1가,063-466-0958
11693,한식,나들목 월명점,전북 군산시 구영6길 83,중앙동,중앙로1가,063-465-6545
11690,카페,수목원,전북 군산시 구영5길 81,중앙동,중앙로1가,063-445-5330
11689,한식,청사초롱,전북 군산시 구영4길 8,중앙동,중앙로1가,063-440-3138
11688,카페,미다원,전북 군산시 구영4길 4,중앙동,중앙로1가,063-462-2132
11685,한식,다루군산점,전북 군산시 해망로 89,중앙동,중동,
11675,한식,중동칼국수,전북 군산시 신금길 49,중앙동,중동,063-442-6218
11673,카페,서래포구마을,전북 군산시 서래안2길 22,중앙동,중동,
11670,치킨,티바두마리치킨중동대명점,전북 군산시 서래로 51,중앙동,중동,
11657,한식,서래애물총칼국수,전북 군산시 구암3.1로 71-9,중앙동,중동,063-445-4454
11656,카페,오산상회,전북 군산시 구암3.1로 71-7,중앙동,중동,
11655,한식,국일식당,전북 군산시 평화길 99-4,중앙동,죽성동,063-445-2716
11640,한식,세정식당,전북 군산시 평화길 100-3,중앙동,죽성동,063-445-0466
11636,한식,완주옥,전북 군산시 큰샘길 42,중앙동,죽성동,063-445-2644
11633,한식,장미칼국수,전북 군산시 큰샘길 26,중앙동,죽성동,063-446-1789
11607,한식,반야돌솥밥,전북 군산시 싸전길 22-1,중앙동,죽성동,063-442-5606
11606,한식,경원아나고,전북 군산시 싸전길 22,중앙동,죽성동,063-445-7775
11600,일식,이가소바,전북 군산시 싸전길 21,중앙동,죽성동,
11599,도시락,밥심도시락,전북 군산시 싸전길 19,중앙동,죽성동,
11595,한식,옛날팥죽,전북 군산시 싸전길 15-1,중앙동,죽성동,063-442-8884
11590,한식,송가네숯불갈비,전북 군산시 진포로 165,조촌동,조촌동,063-446-8005
11589,한식,청하순대,전북 군산시 진포로 185,조촌동,조촌동,
11588,한식,조촌이층집,전북 군산시 진포로 183,조촌동,조촌동,063-442-8483
11586,한식,주공순대,전북 군산시 진포로 180,조촌동,조촌동,063-451-8880
11585,한식,시골순대,전북 군산시 진포로 177-2,조촌동,조촌동,063-445-0969
11583,한식,바다산붕장어,전북 군산시 진포로 177,조촌동,조촌동,063-445-7550
11582,한식,우리들식당,전북 군산시 진포로 177,조촌동,조촌동,
11581,한식,뚱이네 뼈다귀탕,전북 군산시 진포로 177,조촌동,조촌동,063-445-0322
11580,한식,우리들 해장국,전북 군산시 진포로 177,조촌동,조촌동,
11579,한식,전통순대국밥,전북 군산시 진포로 175,조촌동,조촌동,063-446-2431
11577,카페,다옴,전북 군산시 진포로 174,조촌동,조촌동,063-451-4728
11576,치킨,네네치킨조촌점,전북 군산시 진포로 169,조촌동,조촌동,063-446-4492
11573,한식,불타는 곱창,전북 군산시 진포로 169,조촌동,조촌동,
11572,한식,은영 순대국밥,전북 군산시 진포로 169,조촌동,조촌동,063-442-6991
11569,한식,1974연탄시절,전북 군산시 진포로 161,조촌동,조촌동,063-442-7772
11566,한식,서심세꼬시,전북 군산시 진포로 155,조촌동,조촌동,
11565,한식,이화식당,전북 군산시 진포로 155,조촌동,조촌동,063-442-4469
11564,한식,서해칼국수,전북 군산시 진포로 155,조촌동,조촌동,
11563,일식,왕돈까스,전북 군산시 조촌안5길 73,조촌동,조촌동,063-452-8280
11560,한식,대청마루 조촌점(시청),전북 군산시 조촌안5길 68,조촌동,조촌동,
11557,한식,오성산생삼겹,전북 군산시 조촌안4길 20,조촌동,조촌동,
11549,한식,군산옥,전북 군산시 조촌안3길 25,조촌동,조촌동,063-452-1340
11547,술집,뿡이네,전북 군산시 조촌안3길 26,조촌동,조촌동,
11542,한식,외갓집족발 조촌점,전북 군산시 조촌안3길 19,조촌동,조촌동,063-452-9997
11540,한식,이가매생이수제비칼국수,전북 군산시 조촌안3길 19,조촌동,조촌동,063-451-0208
11538,한식,추억의연탄갈비,전북 군산시 조촌안3길 16,조촌동,조촌동,
11537,치킨,호식이두마리치킨 조촌경암점,전북 군산시 조촌안3길 15,조촌동,조촌동,
11530,카페,포엠커피,전북 군산시 조촌안2길 18,조촌동,조촌동,
11526,카페,카페 속초,전북 군산시 조촌안1길 22,조촌동,조촌동,
11523,패스트푸드,커피콩볶는샌드위치(군산시청점),전북 군산시 조촌안1길 19,조촌동,조촌동,063-453-4455
11520,한식,일등동태찌개와 낙지볶음,전북 군산시 조촌안1길 14,조촌동,조촌동,063-451-1125
11513,한식,육대장군산시청점,전북 군산시 조촌로 38,조촌동,조촌동,063-452-9973
11506,양식,임실치즈피자,전북 군산시 조촌로 105,조촌동,조촌동,063-452-0019
11502,간식,스마일꽈배기,전북 군산시 조촌로 90,조촌동,조촌동,
11501,한식,불 만난 스테이크,전북 군산시 조촌로 90,조촌동,조촌동,063-910-9103
11498,치킨,노랑통닭 군산조촌점,전북 군산시 조촌로 86,조촌동,조촌동,063-452-2527
11494,한식,고우담본점,전북 군산시 조촌로 82,조촌동,조촌동,063-452-5999
11492,간식,르빵메종,전북 군산시 조촌로 79,조촌동,조촌동,063-451-3200
11489,분식,오병이어,전북 군산시 조촌로 74,조촌동,조촌동,
11486,한식,위대한 푸드,전북 군산시 조촌로 66,조촌동,조촌동,063-453-4222
11483,한식,닥엔돈스 군산조촌점,전북 군산시 조촌로 57,조촌동,조촌동,063-452-9282
11480,분식,알찬김밥,전북 군산시 조촌로 48,조촌동,조촌동,
11474,한식,인생설렁탕 군산시청점,전북 군산시 조촌로 36,조촌동,조촌동,063-451-0991
